Timestamp,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5
05:24:02,59.0,25.0,80334.0
05:24:04,59.0,25.0,80346.0
05:24:06,59.0,26.0,10355.0
05:24:08,59.0,26.0,20362.0
05:24:10,59.0,26.0,20368.0
05:24:13,59.0,26.0,20376.0
05:24:15,59.0,26.0,20379.0
05:24:17,59.0,26.0,20381.0
05:24:19,59.0,26.0,20383.0
05:24:21,59.0,26.0,20385.0
05:24:23,59.0,26.0,20386.0
05:24:25,59.0,26.0,20387.0
05:24:27,59.0,26.0,20387.0
05:24:29,59.0,26.0,20387.0
05:24:31,59.0,26.0,20387.0
05:24:33,59.0,26.0,20388.0
05:24:35,59.0,26.0,20387.0
05:24:37,59.0,26.0,20383.0
05:24:39,59.0,26.0,20383.0
05:24:41,59.0,26.0,20386.0
05:24:43,59.0,26.0,20383.0
05:24:45,59.0,26.0,20384.0
05:24:47,59.0,26.0,20380.0
05:24:49,59.0,26.0,20382.0
05:24:51,59.0,26.0,20378.0
05:24:53,59.0,26.0,20377.0
05:24:55,59.0,26.0,20377.0
05:24:57,59.0,26.0,20375.0
05:24:59,59.0,26.0,20375.0
05:25:01,58.0,26.0,20373.0
05:25:03,58.0,26.0,20372.0
05:25:05,58.0,26.0,20372.0
05:25:07,58.0,26.0,20371.0
05:25:09,58.0,26.0,20371.0
05:25:11,58.0,26.0,20368.0
05:25:13,58.0,26.0,20367.0
05:25:15,58.0,26.0,20366.0
05:25:17,58.0,26.0,20367.0
05:25:19,58.0,26.0,20366.0
05:25:21,58.0,26.0,20365.0
05:25:23,58.0,26.0,20364.0
05:25:25,58.0,26.0,20365.0
05:25:27,58.0,26.0,20362.0
05:25:29,58.0,26.0,20361.0
05:25:32,58.0,26.0,20359.0
05:25:34,58.0,26.0,20358.0
05:25:36,58.0,26.0,20360.0
05:25:38,58.0,26.0,20357.0
05:25:40,58.0,26.0,30354.0
05:25:42,58.0,26.0,50354.0
05:25:44,58.0,26.0,60353.0
05:25:46,58.0,26.0,70352.0
05:25:48,58.0,26.0,70350.0
05:25:50,58.0,26.0,70350.0
05:25:52,58.0,26.0,70350.0
05:25:54,58.0,26.0,70349.0
05:25:56,58.0,26.0,70347.0
05:25:58,58.0,26.0,70347.0
05:26:00,58.0,26.0,70346.0
05:26:02,58.0,26.0,70347.0
05:26:04,58.0,26.0,70344.0
05:26:06,58.0,26.0,70343.0
05:26:08,58.0,26.0,70346.0
05:26:10,58.0,26.0,70343.0
05:26:12,58.0,26.0,70341.0
05:26:14,58.0,26.0,70342.0
05:26:16,58.0,26.0,70341.0
05:26:18,58.0,26.0,70342.0
05:26:20,58.0,26.0,70338.0
05:26:22,58.0,26.0,70339.0
05:26:24,58.0,26.0,70336.0
05:26:26,58.0,26.0,70336.0
05:26:28,58.0,26.0,70334.0
05:26:30,57.0,26.0,70334.0
05:26:32,57.0,26.0,70332.0
05:26:34,57.0,26.0,70325.0
05:26:36,57.0,26.0,70323.0
05:26:38,57.0,26.0,70323.0
05:26:40,57.0,26.0,70322.0
05:26:42,57.0,26.0,70320.0
05:26:44,57.0,26.0,70320.0
05:26:47,57.0,26.0,70318.0
05:26:49,57.0,26.0,70318.0
05:26:51,57.0,26.0,70317.0
05:26:53,57.0,26.0,70318.0
05:26:55,57.0,26.0,70316.0
05:26:57,57.0,26.0,70314.0
05:26:59,57.0,26.0,70314.0
05:27:01,57.0,26.0,70313.0
05:27:03,57.0,26.0,70312.0
05:26:58,57.0,26.0,70313.0
05:27:00,57.0,26.0,70311.0
05:27:02,57.0,26.0,70310.0
05:27:04,57.0,26.0,70309.0
05:27:06,57.0,26.0,70312.0
05:37:29,60.0,26.0,20291.0
05:37:31,60.0,26.0,30300.0
05:37:33,60.0,26.0,70307.0
05:37:35,60.0,26.0,70312.0
05:37:37,61.0,26.0,70316.0
05:37:40,61.0,26.0,70320.0
